document,metadata
"Brand: Bose
Aspects: anc, sound
Rating: 4.0
Importance Score: 3.14
Review: Sound is good Will see how long they hold up to endurance work-outs.","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['anc', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: JVC
Aspects: build, comfort, connectivity, price, sound
Rating: 5.0
Importance Score: 0.69
Review: Most comfy ear buds ever. I have always loved the JVC marshmallow ear buds so I was super excited to be able to get them Bluetooth when I finally upgraded my phone. The are so comfortable in my ears and stay in way better than any others I've ever had. The sound quality is great for the price. I will always buy these when I need new ones!","{'type': 'positive_evidence', 'brand': 'JVC', 'aspects': ['build', 'comfort', 'connectivity', 'price', 'sound'], 'parent_asin': 'B076FBTHMD'}"
"Brand: Audio-Technica
Aspects: anc, battery, build, comfort, connectivity, microphone, price, sound
Rating: 5.0
Importance Score: 35.61
Review: 99% as good as wired, without the wire! I ordered these headphones directly from Audio Technica after seeing their announcement. My favorite pair of headphones is their ATH-M40x, and I was curious how their Bluetooth model would pair with the revealing sound signature of the headphones. Usually Bluetooth compression is most obvious in the highest treble, where AT’s headphones shine. The ATH-M50xBT2 doesn’t pull any magic tricks here, but I’m pleased to report the Bluetooth compression doesn’t intrude as a distracting element of the listening experience.<br /><br />If you can’t tell already, I have the curse. I’m plagued by a keen ear and an understanding of technology’s abilities and inadequacies.<br /><br />Here are my takeaways regarding the ATH-M50xBT2, in comparison to the ATH-M40x:<br /><br />- noticeably heavier in hand and on head, but not uncomfortably so<br /><br />- spring rate of the headband is higher to compensate for the weight, leading to a more firm feeling headband flex. The clamping force on my head is proportionally higher than the lighter headphone, but not uncomfortable. If you are sensitive to clamping pressure or have an enormous head, the Bluetooth model may not be comfortable.<br /><br />- high build quality for both headphones, but the Bluetooth model has a more lumpy headband. Maybe there are batteries stored up here?<br /><br />- in 2021 (with an iPhone) Bluetooth + USB is more convenient than 3.5mm cord and lightning adapter<br /><br />- excellent battery life to get through a full work week of use, and I don’t find the infrequent charging to be a big annoyance versus the ATH-M40x<br /><br />- you can use any 3.5mm cable (with stepped plug) to connect in wired mode! No need for the proprietary twist-lock 2.5mm plug found on ATH-M40x. Plugging in a 3.5mm cable turns off Bluetooth and the headphones act in passive mode.<br /><br />- highest frequency treble has better clarity on ATH-M40x. Tracks like “Sweet Jane” by Cowboy Junkies make this evident in the hiss of the cymbals. If you are looking for sonic differences due to Bluetooth compression, you’ll find it in specific instances of songs with crisp treble.<br /><br />- the earcup material is slightly more grippy on the ATH-M50xBT2, and gives a little more friction to keep the heavier headphone in place. It also collects a little more dust than the ATH-M40x earcup material<br /><br />- it’s nice being able to adjust volume and trigger Siri without removing my phone from my pocket, but this is a minor convenience compared to the major convenience of no cord.<br /><br />- the earcups swivel 180° on the ATH-M50xBT2 versus 90° on the ATH-M40x. This makes no difference to me as they both sit comfortably on my ears and both fold up to the same size for travel<br /><br />- ATH-M40x came with a really nice coiled/stretchy cable in addition to the long, straight cable. ATH-M50xBT2 only comes with a straight cable. I would definitely prefer the coiled cable but understand the decision to reduce cost on a product which will typically be used cordless.<br /><br />- at work I like to connect to my personal phone for music, but plug into my company computer to join meetings. With the ATH-M40x I would remove the plug from my iPhone and plug it into my laptop. With the ATH-M50xBT2, I leave the plug in my laptop and simply plug the cable into my headphones to join a meeting. After a meeting I unplug the headphones and press the power button to go back to music. Note the earcup volume controls do not have any effect when the headphone is in corded mode!<br /><br />- the ATH-M50xBT2 amplifier creates a small digital sound in the right earphone when powered on but no sound is playing. It sounds like electronic noise. I would prefer that it did not make this sound. However, once you begin playing audio, the sound either goes away or becomes imperceptible. It is not a problem in use, but a little quirk that I would prefer removed. Apparently the original ATH-M50xBT also had this behavior.<br /><br />Overall, I’m happy with both pairs of headphones. I find myself using the ATH-M50xBT2 more often than the ATH-M40x due to the convenience, even though I am aware of the difference in treble reproduction due to Bluetooth compression.<br /><br />I think these headphones are a much better value than AirPods Max (which also suffer from Bluetooth bandwidth limitations). If you’re happy to use your headphones with a cord, stick with the ATH-M40x.","{'type': 'positive_evidence', 'brand': 'Audio-Technica', 'aspects': ['anc', 'battery', 'build', 'comfort', 'connectivity', 'microphone', 'price', 'sound'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: Skullcandy
Aspects: connectivity
Rating: 4.0
Importance Score: 3.31
Review: Great for the gym I got these for the gym and bike riding. They get the job done. They don't slip. They connect well. They're light.  I'm happy","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['connectivity'], 'parent_asin': 'B08HTNC8PJ'}"
"Brand: Sennheiser
Aspects: comfort
Rating: 5.0
Importance Score: 0.05
Review: hard of hearing Great headphones","{'type': 'positive_evidence', 'brand': 'Sennheiser', 'aspects': ['comfort'], 'parent_asin': 'B00WUN9PE2'}"
"Brand: LG
Aspects: battery, build, microphone, sound
Rating: 4.0
Importance Score: 12.10
Review: Great Sound Overall I really like these headphones. I primarily use them with my computer for conference calls and to listen to music. I can make it through an entire 8 hour work day on one battery charge. Sound quality is very good both for calls and music. I really appreciate the physical power switch instead of having to hold a power button.<br />The only drawback I have noticed is the range. I previously had LG Tone Active (HBS-A80) headphones and could stand in the adjacent room without any loss of quality. With these I can only step about 10 feet from the PC before things start breaking up.","{'type': 'positive_evidence', 'brand': 'LG', 'aspects': ['battery', 'build', 'microphone', 'sound'], 'parent_asin': 'B07L1CZC46'}"
"Brand: Sony
Aspects: anc, battery, build, comfort, sound
Rating: 4.0
Importance Score: 6.18
Review: Good basic headphones. I have other brands headphones (Bose, beats..) I thought that these being Sony would be at least the same quality of my other ones. Sadly it is not.<br />First, these ones are not as sturdy, the material feels and looks thin.<br />The noise cancelling and the sound quality are OK. Not the best, but ok.<br />They are light weight so comfortables to use, the ear is very padded and soft. It is easy to adjust the head size.<br />The battery life is good.<br />Overall, I think (and I’m not a headphone expert!) that it is a good basic headphone, nothing incredible, but works fine. I will give these to my son for his classes.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'build', 'comfort', 'sound'], 'parent_asin': 'B088GJ1L5Z'}"
"Brand: Sony
Aspects: anc, battery, comfort, sound
Rating: 5.0
Importance Score: 5.72
Review: Zero static when paused. Great sound reproduction for earbuds! I bought these for work. I prefer big over ear headphones over earbuds (I use audio-technica ath-ad700x for home use) but I needed something to listen to at work and over ear headphones wouldn't work for me so I got these. They are the best sounding earbuds I have ever had. The bass is strong but not overpowering and pretty much distortion free. The overall sound reproduction is scooped in the mids compared to a good home stereo and has some sibilance distortion on the highs that becomes much more noticeable at higher volumes but for the size of the drivers the audio reproduction is impressive to me. I was worried about white noise problems from some of the reviews I read but in my case there is no static/white noise when the music is paused.  The battery life is excellent, might as well be infinite because it outlasts my galaxy s8's batteries when both are in use.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'comfort', 'sound'], 'parent_asin': 'B085VPNTB4'}"
"Brand: Soundcore
Aspects: anc, battery, build, comfort, sound
Rating: 4.0
Importance Score: 19.84
Review: Just out of the box. I just got these and set them up. A firmware update was required which went fine but the app doesn't communicate very well with the user. For example a ""Restarting your device message. This will take a while."" shows up and doesn't go away even after the update is done. At some point you just give up and push the button and everything will be fine. Noise cancellation is excellent tested against a variety of white noise sources off of YouTube played at full volume on my laptop two feet away. With noise cancellation and music playing I heard nothing. Unsure about battery life at this point. They're very comfortable and much lighter than my 3-year old wireless buds without noise cancellation. Sound quality is good with acceptable bass response (particularly when you crank them up). You can also do a hearing response test to boost frequencies you might have problems with. I haven't spent much time in the settings but so far I'm pretty happy with them.<br /><br />The downsides... As others have mentioned the lag between touching the buds and getting a response is ridiculously long. I mean really, they're electrons. They're very fast. Also there is no feedback between the touch and what actually happened other than a generic beep. If the beep were a message - ""Noise Cancelling"", ""Transparent"", etc. - and if the volume of the tone gave you an idea what the volume you just selected was, and if there were a way to access the battery status without the app, they'd deserve a full five stars. Plus the app needs some work, just a little polish","{'type': 'positive_evidence', 'brand': 'Soundcore', 'aspects': ['anc', 'battery', 'build', 'comfort', 'sound'], 'parent_asin': 'B0BJ9PRHZ3'}"
"Brand: Sennheiser
Aspects: battery, build, comfort, connectivity, microphone, sound
Rating: 4.0
Importance Score: 3.50
Review: Better than Bluetooth Pros:<br />Comfortable for all day use. Battery is very long lasting. Bass is nice for wireless. Easy charging.<br /><br />Cons:<br />Sound quality was poor until I adjusted the headphone's settings. Doesn't have the range it claims, but still acceptable. Running microwave will interfere with sound connection.","{'type': 'positive_evidence', 'brand': 'Sennheiser', 'aspects': ['battery', 'build', 'comfort', 'connectivity', 'microphone', 'sound'], 'parent_asin': 'B00WUN9PE2'}"
"Brand: Bose
Aspects: sound
Rating: 5.0
Importance Score: 0.16
Review: 👍🏾 These headphones are the best I have ever used they stay in great and sound awesome!","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Bose
Aspects: anc, comfort, sound
Rating: 5.0
Importance Score: 2.50
Review: Good product These are great sounding headphones! I didn’t end up keeping them because of how much they pertrude out of my ears. But other than that they are great. They have that classic Bose sound. Not as crisp Highs as the Jaybirds but a very well balanced sound.","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['anc', 'comfort', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Sony
Aspects: battery, connectivity
Rating: 5.0
Importance Score: 0.35
Review: Beats the Beats The best of all I have tried! It does what it says it does plays music well wither through wireless or connected directly. Great product and battery life is awesome 30 hours!","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['battery', 'connectivity'], 'parent_asin': 'B00FJISZ0A'}"
"Brand: Sony
Aspects: anc, battery, build, comfort, connectivity, microphone, sound
Rating: 5.0
Importance Score: 34.93
Review: A worthwhile successor to the incredible M3 with some upgrades we were waiting for!! It’s finally here and a worthwhile successor to the amazing M3.  So I will start by saying that currently my go to headphones are the M3 but my favorite headphones over the last 5 years have been the Bose QC 35 II.  These however are going to be my main pair especially for use doing work from home.<br />The battery seems to charge in about the same time and have the same life span which is around 30 hours and pretty incredible.  So here is what I have noticed listening to the M3 versus the M4.  I am glad they kept the M3 design which I personally like more than the Bose 700.  The ear cushion feels a little more comfortable and is a little bigger making the comfortable M3 just a little more comfortable but there doesn’t seem to be a huge difference. Hopefully the padding holds up as well as the M3 has as mine still are incredible shape despite a lot of use.  The M4 also changed the NC/Ambient button on the M3 to a Custom which for me was not really necessary but it will allow you to make that button programmable through the app to do what you want which maybe a welcome change for some users. There is also a proximity sensor inside the ear to support the new feature “Auto Pause” which I think can be really helpful.  The idea is that once you take the earphones off it will immediately pause what you are listening too and that normally works great.  However this did not work a few times when I lifted my earphones to the top of my head which makes sense because the sensor was reading my hair inside the cushion as if it was ear.  I tend to shift my headphones this way at times when I take them off but when I took them completely off or had them around my neck it worked great.  I like it better than using the touch pad outside the ear as honestly I have never used that feature that much because of it misreading my touch and skipping something I was watching.  The touch pad is indeed back and for those who use it all the swipes seem to have the same function.<br />One big new feature with the M4 which I wonder if it could be added to the M3 via a firmware update is “Speak to Chat” which reads your voice and switches the earphones to transparency mode.  Speak to chat is an interesting feature because it definitely has its uses if you are using the earphones for just noise cancelling when working at home or in the office so if a family member or co worker enters it allows you have to a brief exchange flawlessly.  This is definitely helpful when working at home which many of us are doing these days.  The downside is when listening to music if I decide to sing badly it switches me to transparency mode which is the last thing I want.  So if you like to sing along to music you are listening to or if you ever talk to yourself while doing work “ Speak to chat” is not a feature for you.  Luckily if you are not a fan it is easily disabled in the app.<br />My favorite new features by far though are the ability to finally pair your headphones to more than one device via Bluetooth which allows me to be connected to both a laptop and my phone.  When a call comes in it auto switches you to the phone call and when it ends returns you right back to whatever you were listening.  I believe there is a limit of 2 Bluetooth connections but this feature works well and is long overdue.  This leads directly to my favorite upgrade which is the MIC handles phones calls much much better than the M3.  There is a huge difference in call quality with the M4 that allows them to fix the M3s biggest flaw. I have taken calls on it and listened to someone else calling from the M4 and there is a HUGE difference from the M3.<br />I think there are slight improvements to the sound and noise cancellation quality but there is not a huge difference in my opinion.  The sound can always be made even better by spending quality time with the app adjusting audio settings.  Other features such as covering the right earphone to allow ambient noise pass through and the touch pad on it still have the same functionality.<br />The only feature that I still wish for is the ability to charge the M4 while using it (and a longer USB C charging cable pack in).  This is a quality upgrade and for me the clarity of the phone calls thanks to the new additional microphone is a standout however if you have M3s and want to wait until the holidays for a sale I think that could make a lot of sense.  If you were on the fence though and these new features are what you were waiting for you will enjoy these!  They are in my opinion the best mass market noise cancelling headphones you can buy!","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'build', 'comfort', 'connectivity', 'microphone', 'sound'], 'parent_asin': 'B08DBDSVBC'}"
"Brand: Audio-Technica
Aspects: comfort, connectivity, sound
Rating: 5.0
Importance Score: 6.35
Review: My 2nd pair of M50s (first was stolen), and I LOVE them still. I recently ordered a new pair of M50s after my old pair was stolen from my car. I had the old pair for about a year, after having M40s for about two years. The difference between the M40 and M50 is well worth the extra $30. Stronger bass, way more clarity.<br /><br />I use these for regular music-listening-to, as well as mixing live events.<br /><br />One of the reasons I love M50s (especially when compared to the Sennheiser HD280s or Sony MDR7506) is actually the fit—the Sennheisers (despite being labeled &#34;over ears&#34;) are really narrow, and squish my ears (thus eliminating part of the acoustic experience), generally fit a little too tight. The Sonys are just really loose, and always feel like they're going to fall off my head. The M50s fit my ear perfectly, and perfectly encompass my whole ear so they're truly over-ear and not on-ear headphones, and they're the right amount of pressure to seal off from outside noises—but also not be uncomfortable.<br /><br />I plan to stay in my M50s for a long time.<br /><br />I can't just say I *would* order again, if need be—I *did* order them again.<br /><br />And I hope whoever stole my first pair gets one of those colds that just won't go away.","{'type': 'positive_evidence', 'brand': 'Audio-Technica', 'aspects': ['comfort', 'connectivity', 'sound'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: Sony
Aspects: battery, comfort, sound
Rating: 5.0
Importance Score: 0.91
Review: Since this is an IR transmitted audio from the base/charger ... Since this is an IR transmitted audio from the base/charger the user must remain in line of site of the transmitter. Not a problem for me since I use it for TV only. I also have it hooked to the cable box not the audio out of the TV I can adjust the volume with the thingamajig on the right earpiece. Since i live alone I keep the TV sound turned down to eliminate any interference from room acoustics.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['battery', 'comfort', 'sound'], 'parent_asin': 'B009A6CZ26'}"
"Brand: Anker
Aspects: battery, build, connectivity
Rating: 4.0
Importance Score: 3.63
Review: High quality product.  High quality company. I wrote an initial review with some concerns.  I contacted Anker customer service who helped me out.  They were great, in fact.<br /><br />FYI I own this, 3 Anker bluetooth speakers, Anker lightning cables, two Anker keyboards and an Anker wall charger.  I don't think there are better quality electronics products to be found anywhere else. Seriously.","{'type': 'positive_evidence', 'brand': 'Anker', 'aspects': ['battery', 'build', 'connectivity'], 'parent_asin': 'B019EZDT04'}"
"Brand: SoundPEATS
Aspects: anc, battery, build, comfort, connectivity, sound
Rating: 5.0
Importance Score: 1.38
Review: Good sound, good customer service I do a lot of weight lifting and long-distance running and have tried a few pairs of Bluetooth headphones. So far, these are my favorite. They fit comfortably in my ears for long periods of time (3+ hours) and the sound quality is excellent. I'm by no means an audiophile, but I find the quality of music and podcast playback to be very high. These headphones charge quickly and last for quite a while.<br /><br />I ordered a pair a while back and they survived going through the washing machine (I accidentally left them in my gym shorts). When I lost that pair and ordered a new pair, they weren't working quite as well. I contacted SoundPEATS and they happily replaced the faulty pair. Customer service was friendly and answered quickly.","{'type': 'positive_evidence', 'brand': 'SoundPEATS', 'aspects': ['anc', 'battery', 'build', 'comfort', 'connectivity', 'sound'], 'parent_asin': 'B01K3ZR0RC'}"
"Brand: Audio-Technica
Aspects: anc, build, comfort, price, sound
Rating: 4.0
Importance Score: 3.55
Review: Great headphones A little bit uncomfortable and heavy because built quality, great sound, the best for under $200. Much better than any bose available. I tried the V-moda, QC25 and the noise cancellation is pretty good but the sound is much better in these headphones. Sennheiser has great quality but at a higher price.","{'type': 'positive_evidence', 'brand': 'Audio-Technica', 'aspects': ['anc', 'build', 'comfort', 'price', 'sound'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: JVC
Aspects: connectivity, sound
Rating: 5.0
Importance Score: 1.06
Review: Love them! Great product!  I love my headphones.  I have two pairs that I rotate out when I have work days that are longer than 8 hours.  One improvement would be an adjustable cord.  Or a cord coated with a rubber that doesn’t have so much grip.  I find myself adjusting the cord from time to time because it is tugging slightly more on one side or the other.  I do not have a problem with the cord getting tangled in my hair.  They block out all wind while walking or jogging outside, but do not block all sound which I prefer for safety reasons.","{'type': 'positive_evidence', 'brand': 'JVC', 'aspects': ['connectivity', 'sound'], 'parent_asin': 'B01LXET0EH'}"
"Brand: Anker
Aspects: comfort, sound
Rating: 5.0
Importance Score: 0.06
Review: love it Great sound and fit.","{'type': 'positive_evidence', 'brand': 'Anker', 'aspects': ['comfort', 'sound'], 'parent_asin': 'B0734TM6D3'}"
"Brand: Sony
Aspects: anc, build, comfort, connectivity, microphone, price, sound
Rating: 4.0
Importance Score: 9.44
Review: Really PREMIUM sound! I've heard a lot of wonderful things about the Sony noise cancelling sets like these, and let me tell you: it isn't just hype. The sound quality is excellent, and the noise cancelling is eerily amazing. I put it on my wife and kids with the noise cancelling off and then turned it on to demonstrate, and you can see each them suddenly smile like ""whoa"".  Like my Sony studio headphones I use professionally for work, the actual fidelity of the sound it reproduces is excellent, and the microphone for calls is excellent despite being up by my ears and so far from my mouth (other bluetooth headphones I've tried were good for music only, the mic being up by my ears wasn't good enough to isolate my voice from ambient sound, but this definitely does a great job).<br />The app gives a ton of control beyond what I expected to really customize the experience. For example, I have mine set to auto-pause if the headphones are removed, and to turn off noise cancelling when it detects me speaking to someone, and then resume playback when the headphones are removed/replaced. These features are all customizable, as well as many more. But you need the app. And this is where the cons come in:<br />1) You really need the app to get the most out of this. I was thinking about pairing this with my desktop and/or TV, but without the app you have far less control, and to be honest I couldn't even get it to pair with my phone using just Bluetooth alone. There seems to be a way according to the instructions, but I couldn't figure it out without using the app installed.<br />2) For a set that costs this much, I'm surprised at how scuffed up it got after one fall from about 3 feet next to my car. Including pictures. This happened the day I got it. I'm not sure if there's anything that can be done about that, pavement is hard to recover from if anything is dropped, but it's something to keep in mind if you're spending this much money on a gadget. My studio headphones have been roughed around for years and held up fine.<br /><br />All in all, I'd give it 5 stars if it weren't so reliant on the app to get the features going and/or more resilient to being dropped. Feels like I should deduct one for that. But as far as features and sound quality go, this is a solid 5 out of 5.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'build', 'comfort', 'connectivity', 'microphone', 'price', 'sound'], 'parent_asin': 'B08DBDSVBC'}"
"Brand: Sony
Aspects: anc, connectivity, sound
Rating: 5.0
Importance Score: 6.51
Review: Good job Sony After Owning the Sony 100ABN's and the Sennheiser Momentum Wireless, all I can say is WOW. A must have for anyone who needs noise canceling and enjoys HiFi wireless Audio. This headphone creates wonders when paired to my Sony Xperia X Performance via LDAC, A must have.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'connectivity', 'sound'], 'parent_asin': 'B01KHZ4ZYY'}"
"Brand: Sony
Aspects: battery, build, comfort, connectivity, sound
Rating: 5.0
Importance Score: 5.11
Review: Sony WI-C300 Wireless In-Ear Earbuds, Black These wireless Bluetooth earbuds are great for what I want to use them for, mainly listening to podcasts or Youtube interviews but not for serious  music listening. I tried listening to some classical guitar music and they just can't carry the depth of tones that a good set of head phones can, but otherwise, they are very good.  For walking about the neighborhood and use at the gym listening to music these are really good for that.  For symphonic music, not so good.  The battery last about 8 hours before needing recharging, and you will only hear what the battery level is at turn on and I think only when the battery is low.  I can't get it to tell me unless it's already low on charge.<br /><br />They are very light weight and less bulky than another pair of Bluetooth wireless earbuds that I have.  They come with several different sizes of rubber ear cups and USB cord for charging.  The direction are really bad - only pictures but they are very easy to figure out how to use without directions.  I guess the only thing I don't like is the intermittent flash of a blue light indicating they are on.  I like to listen to meditative videos in bed, in the dark, and the blue light irritates hubs so I have placed a piece of black electrical tape over it.  The on/off and volume control are easy to feel and get familiar with.<br /><br />Overall, these are very easy to wear, connected to my laptop quicky and are good for casual listening to music, but an audiophile will probably not like them much.  I'm kind of an audiophile but for times when I want to analyze classical guitar music (I teach CG), I use better quality head phones.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['battery', 'build', 'comfort', 'connectivity', 'sound'], 'parent_asin': 'B079GXN788'}"
"Brand: Skullcandy
Aspects: anc, battery, comfort, connectivity, price, sound
Rating: 5.0
Importance Score: 0.74
Review: Really good mid priced earbuds Really good Bluetooth earbuds. I use them at the gym and instead of having bulky headphones or getting my earbuds violently pulled out of my ear by snagging it on equipment this was a great choice. It was a little weird feeling Something on the back of my neck but completely worth it for a minor “annoyance”. Sounds great and fits well. Charged quickly and has decent battery life.","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['anc', 'battery', 'comfort', 'connectivity', 'price', 'sound'], 'parent_asin': 'B0B37YMFK2'}"
"Brand: Audio-Technica
Aspects: build, price, sound
Rating: 5.0
Importance Score: 6.29
Review: Great value Bought these for my wife and she loves them! came packed very well and shipped fast. sound quality is better than my sons beats thats for sure!","{'type': 'positive_evidence', 'brand': 'Audio-Technica', 'aspects': ['build', 'price', 'sound'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: Skullcandy
Aspects: battery, connectivity
Rating: 5.0
Importance Score: 0.68
Review: Great! My daughter is Autistic and as such is not a typical user! She's very rough with these headphones, but they just keep on working! The battery life is exceptional, and I've tried a lot of bluetooth headphones for her to use with her iPad mini! I would gladly buy these again, as a matter of fact I think I will grab a pair for myself!","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['battery', 'connectivity'], 'parent_asin': 'B08HTNC8PJ'}"
"Brand: SoundPEATS
Aspects: battery, sound
Rating: 5.0
Importance Score: 0.33
Review: Excellent product Best wireless headset available. It keeps its charge much longer than the other brands I have tried. I use it to listen to audiobooks when I work both inside and outside.","{'type': 'positive_evidence', 'brand': 'SoundPEATS', 'aspects': ['battery', 'sound'], 'parent_asin': 'B017U3LVF2'}"
"Brand: Skullcandy
Aspects: comfort, connectivity, sound
Rating: 5.0
Importance Score: 0.28
Review: Best Bluetooth Buds I love these earbuds! They sound great (as have every Skullcandy earbud I have ever used). They are super comfortable and look groov-a-licious!!!!","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['comfort', 'connectivity', 'sound'], 'parent_asin': 'B08HTNLS6N'}"
"Brand: LG
Aspects: battery, comfort
Rating: 5.0
Importance Score: 0.89
Review: Great for Working Out I Love this item. I work out at a gym just about everyday, lift weights and cardio. The earbuds stay in my ear, while moving around and the reception is very clear. I like how the item tells me if my battery is high or low. It is light weight around my neck. I highly recommend<br />this item. I would also recommend to keep the headset in the box if you carry a gym bag or back pack, this way the headset won't brake.","{'type': 'positive_evidence', 'brand': 'LG', 'aspects': ['battery', 'comfort'], 'parent_asin': 'B00R9RF0EI'}"
"Brand: Anker
Aspects: battery, build, comfort, connectivity, microphone, sound
Rating: 4.0
Importance Score: 5.82
Review: Great Most of time, people on other end of call report muffled conversation occasionally First:  Love Anker products.  I've never had another company stand behind their products like ANKER.<br /><br />Product was a replacement for another headset that didn't really suit my needs.<br /><br />Pros:<br />battery life is outstanding (5/5)<br />Sound quality is great (5/5)<br />Button functionality: (5/5)<br /><br />Weight is solid, but not burdensome by any stretch.  Comparing these to the soundbuds lite which I had and loved (until dog chewed them up), these stay in place much better.  Notably, they stay in place when on my back working on a vehicle or doing exercise in the gym.  The rubber on the inside coupled with the extra length of the arms keeps it in place.<br /><br />Buttons are spaced out enough that it's very easy to know what you're doing without looking.  Learning curve to operate these is super easy.<br /><br />CONS:<br />Callers occasionally (20% of the time, approx) report that my voice sounds muffled even when I'm sitting upright and have both earbuds in my ears.  Often requires me to disconnect from headset to complete the call.<br /><br />The weight and size make them hard to conceal when trying to be subtle about having a head set on (like at work, for example).<br /><br />Having the cords for the earbuds come out of the arm higher up seemed like a good idea since it would minimize strain on the cord, but in reality it just makes it hard to locate the earbud if I have it out.  In comparison, the soundbuds lite had them coming out of the end of the arm, which made them very easy to find.","{'type': 'positive_evidence', 'brand': 'Anker', 'aspects': ['battery', 'build', 'comfort', 'connectivity', 'microphone', 'sound'], 'parent_asin': 'B06XGBPW3D'}"
"Brand: Skullcandy
Aspects: microphone, sound
Rating: 5.0
Importance Score: 0.51
Review: I love it. Its sturdy with great sound and a ... I love it.  Its sturdy with great sound and a handy mic to match.  I also feel safe knowing that Skullcandy sticks to their products' lifetime warranty as long as you have the receipt to match,  as proof of your purchase.","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['microphone', 'sound'], 'parent_asin': 'B00WUPU396'}"
"Brand: Sony
Aspects: comfort
Rating: 4.0
Importance Score: 3.43
Review: Headphones are comfortable but provide static The headphones work great if you are sitting up in bed, but once you lay down they have some static.  Overall they are comfortable and were easy to set up.  I would recommend them to a friend.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['comfort'], 'parent_asin': 'B009A6CZ26'}"
"Brand: Sennheiser
Aspects: anc, battery, build, comfort, sound
Rating: 5.0
Importance Score: 18.82
Review: Excellent sound, good range, long battery life I used the Sennheiser RS 175 RF Wireless Headphone System on a PC watching HD movies. I was immediately impressed with the depth of sound. I heard a bass response that I don’t get from my desktop speakers, and a much cleaner high end. I watched X-Men : Days of future past, and it felt as if I was listening to my living room surround system. A few times I got up and walked to the kitchen for something to drink or eat, and the sound never cut out, or broke up. Considering the fact that the specs for the headphones quote a line of sight distance, I expected the sound to break up, but it didn’t even weaken. The headphones are relatively comfortable, although a bit heavy. They fit my head (which is larger than most) very well, and the buttons are easy to use on the side.<br /><br />I also listened to music with these headphones (BOND : Duel) and I was surprised at how full the music is with excellent base, all the way up to a crystal clear high end. Watching TV is also very pleasant. I hear more details than just sitting in front of the TV watching on regular speakers.<br /><br />Pros;<br />Great rich sound for Movies and Music<br />Comfortable<br />Easily accessible volume and setting controls on the right side<br />Good battery life (Two days so far on one charge)<br /><br />Cons;<br />The noise cancelling is overly sensitive so if you talk you hear yourself echo<br />If you’re chewing something especially crunchy, you’ll hear it.<br /><br />Note: These things shouldn’t bother you during a standard movie or music listening.","{'type': 'positive_evidence', 'brand': 'Sennheiser', 'aspects': ['anc', 'battery', 'build', 'comfort', 'sound'], 'parent_asin': 'B00WUN9PE2'}"
"Brand: Bose
Aspects: battery, comfort, sound
Rating: 5.0
Importance Score: 0.14
Review: Great product Love this, very clear sound and stays charged for a long time","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['battery', 'comfort', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Soundcore
Aspects: battery
Rating: 5.0
Importance Score: 0.11
Review: very lightweight around the neck long battery life and great acoustics","{'type': 'positive_evidence', 'brand': 'Soundcore', 'aspects': ['battery'], 'parent_asin': 'B08YN7QX1Q'}"
"Brand: Sony
Aspects: build, microphone
Rating: 5.0
Importance Score: 0.12
Review: Excellent Great product, mic quality could be better, but great overall product.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['build', 'microphone'], 'parent_asin': 'B08DBDSVBC'}"
